controllerToClosetCandies,
,1.009571
,0.9905255
,0.9692369
,0.9482197
,0.9281116
,0.906866
,0.8849881
,0.8639178
,0.8419852
,0.8183947
,0.7988911
,0.776982
,0.754797
,0.7326943
,0.709773
,0.6872074
,0.6653717
,0.6431658
,0.6207776
,0.6003709
,0.5577121
,0.5162328
,0.4951649
,0.4314156
,0.3894543
,0.3681722
,0.3486459
,0.3294633
,0.3122885
,0.2790476
,0.2637836
,0.2520357
,0.2413337
,0.2304759
,0.2160696
,0.2099437
,0.20372
,0.1988512
,0.1933143
,0.189033
,0.1857702
,0.1820647
,0.1779485
,0.1747857
,0.171762
,0.1682646
,0.1666395
,0.1644127
,0.1634614
,0.1619985
,0.1604076
,0.15909
,0.158216
,0.1583162
,0.1568295
,0.1662504
,0.1660901
,0.1656481
,0.1650438
,0.1645403
,0.1642145
,0.162673
,0.1612901
,0.159686
,0.1586318
,0.1579856
,0.1571533
,0.1563871
,0.1546283
,0.1531561
,0.1519362
,0.1498514
,0.1483796
,0.1472447
,0.1458569
,0.1442819
,0.1427482
,0.1412844
,0.1403079
,0.1391294
,0.1378575
,0.1361934
,0.1345499
,0.1328987
,0.1310961
,0.129284
,0.1270354
,0.1250128
,0.1223213
,0.1204111
,0.117804
,0.1150649
,0.1131922
,0.1101538
,0.1068088
,0.1041542
,0.1007819
,0.09765802
,0.09481657
,0.0927175
,0.08978586
,0.08718236
,0.08482167
,0.08273931
,0.07946543
,0.0764723
,0.07473413
,0.0696911
,0.0645919
,0.06257974
,0.06672417
,0.06814384
,0.05833498
,0.06900545
,0.06808729
,0.06792986
,0.05484093
,0.0684939
,0.0692013
,0.06975522
,0.06976741
,0.06972697
,0.06973337
,0.06972289
,0.06972636
,0.06969124
,0.05765266
,0.06969112
,0.05761735
,0.06984921
,0.06969109
,0.05682931
,0.06969116
,0.06969107
,0.06987239
,0.06969122
,0.06969098
,0.06969117
,0.06969111
,0.06969116
,0.06969105
,0.06993178
,0.06969115
,0.06969109
,0.06969114
,0.06969598
,0.06974583
,0.06975814
,0.06976052
,0.06976693
,0.06976739
,0.06976639
,0.06977547
,0.06979094
,0.06969116
,0.06055316
,0.06989823
,0.06975555
,0.06975873
,0.06976913
,0.06977584
,0.06979621
,0.06976489
,0.06978071
,0.06976781
,0.06975441
,0.06974879
,0.06975111
,0.06975008
,0.06976359
,0.06977974
,0.0697728
,0.0697975
,0.06977775
,0.06975974
,0.06975497
,0.06977662
,0.06988549
,0.06982005
,0.06988146
,0.06982417
,0.06977294
,0.06974654
,0.06971459
,0.06972399
,0.06975848
,0.06981033
,0.06977742
,0.06977488
,0.06973026
,0.06973951
,0.06974437
,0.0698322
,0.06984091
,0.07002325
,0.07040643
,0.07073092
,0.07072175
,0.07128792
,0.0714431
,0.06875687
,0.06608604
,0.07029305
,0.08410541
,0.1035381
,0.1376616
,0.1682909
,0.2020857
,0.2408081
,0.3227362
,0.3685262
,0.4119736
,0.4183592
,0.5165127
,0.5204524
,0.5719908
,0.6674197
,0.7204034
,0.7248192
,0.8245677
,0.8741797
,0.9218427
,0.9683563
,1.01545
,1.062022
,1.101109
,1.134468
,1.165017
,1.196442
,1.228057
,1.2531
,1.275255
,1.295494
,1.300797
,1.305177
,1.309385
,1.313678
,1.317563
,1.321629
,1.32565
,1.330172
,1.334765
,1.338844
,1.343337
,1.347473
,1.35139
,1.355248
,1.359114
,1.362492
,1.366217
,1.369631
,1.372965
,1.376233
,1.379492
,1.382246
,1.384923
,1.389961
,1.392553
,1.395059
,1.397648
,1.400144
,1.402758
,1.405574
,1.408908
,1.412893
,1.417176
,1.422958
,1.428554
,1.436335
,1.444188
,1.455043
,1.465442
,1.478691
,1.494012
,1.511818
,1.529247
,1.552496
,1.562372
,1.54538
,1.525364
,1.506398
,1.487199
,1.463145
,1.443294
,1.41137
,1.392194
,1.373809
,1.3575
,1.340238
,1.325781
,1.310583
,1.297169
,1.284925
,1.275081
,1.269816
,1.26228
,1.259896
,1.256764
,1.254084
,1.253366
,1.253115
,1.253794
,1.255094
,1.256801
,1.258789
,1.260858
,1.262511
,1.264627
,1.266626
,1.268796
,1.270748
,1.273242
,1.275792
,1.278524
,1.281238
,1.284359
,1.292575
,1.296459
,1.300418
,1.304934
,1.309618
,1.314704
,1.321717
,1.327671
,1.335269
,1.34214
,1.349582
,1.35833
,1.36659
,1.374891
,1.383635
,1.392346
,1.396139
,1.405055
,1.414392
,1.424632
,1.434348
,1.444546
,1.454988
,1.464785
,1.475109
,1.485524
,1.495659
,1.50692
,1.517281
,1.529373
,1.541943
,1.553563
,1.566235
,1.5795
,1.590691
,1.581251
,1.57184
,1.564796
,1.559827
,1.555667
,1.553802
,1.553351
,1.553611
,1.555817
,1.559215
,1.561439
,1.566952
,1.571733
,1.576479
,1.582984
,1.590531
,1.598264
,1.605851
,1.614419
,1.624351
,1.634167
,1.644405
,1.657332
,1.650755
,1.64368
,1.634541
,1.625981
,1.618076
,1.609548
,1.602479
,1.595421
,1.589068
,1.583921
,1.579069
,1.575127
,1.572322
,1.569637
,1.569037
,1.568567
,1.568662
,1.56987
,1.570047
,1.565279
,1.559641
,1.555855
,1.552036
,1.548647
,1.545219
,1.542729
,1.540758
,1.539247
,1.538993
,1.538809
,1.530703
,1.520708
,1.509558
,1.499735
,1.491177
,1.481891
,1.473432
,1.466533
,1.458879
,1.451433
,1.444115
,1.436707
,1.429578
,1.423187
,1.416493
,1.410104
,1.403893
,1.397443
,1.39128
,1.384814
,1.37498
,1.364748
,1.354979
,1.344927
,1.334874
,1.324833
,1.314442
,1.303914
,1.292618
,1.281577
,1.269262
,1.257219
,1.244092
,1.232218
,1.218922
,1.206247
,1.193239
,1.180136
,1.167001
,1.153511
,1.14022
,1.126117
,1.112683
,1.098817
,1.084618
,1.071236
,1.057242
,1.042904
,1.028094
,1.013525
,0.998367
,0.983609
,0.9685317
,0.9539635
,0.9393249
,0.9246143
,0.9100865
,0.8957381
,0.8816528
,0.8692018
,0.8587294
,0.8517697
,0.8458459
,0.8433241
,0.842925
,0.8423313
,0.8432156
,0.8444195
,0.8483833
,0.8572211
,0.8701321
,0.8829175
,0.893464
,0.9033504
,0.9120624
,0.9205332
,0.9289395
,0.9379169
,0.9447645
,0.9493586
,0.9524511
,0.9484748
,0.9459785
,0.9424992
,0.9393697
,0.9349177
,0.9329075
,0.9323235
,0.9322933
,0.9329045
,0.934762
,0.9356362
,0.9347312
,0.9319213
,0.9292548
,0.923651
,0.9142857
,0.9029902
,0.8896707
,0.8739164
,0.8590557
,0.8419214
,0.8230623
,0.8048801
,0.7934708
,0.773058
,0.7517269
,0.7314244
,0.7080301
,0.6842921
,0.6597564
,0.6358714
,0.614234
,0.5945453
,0.5776068
,0.5620284
,0.5484005
,0.5379035
,0.5305162
,0.5240431
,0.5207741
,0.5198115
,0.5210183
,0.525028
,0.5316165
,0.5394922
,0.5482932
,0.5582523
,0.5650202
,0.5462989
,0.5296242
,0.5125868
,0.4955646
,0.4799137
,0.4632989
,0.4479046
,0.4325505
,0.4171937
,0.4024933
,0.3886057
,0.3747046
,0.3613308
,0.3478486
,0.3353607
,0.3239735
,0.3128102
,0.3015632
,0.2909254
,0.2800691
,0.2706066
,0.2614636
,0.2527227
,0.2440987
,0.2361318
,0.2284299
,0.2209857
,0.2138513
,0.2065445
,0.1999091
,0.1932223
,0.1871255
,0.1805339
,0.1753812
,0.1693048
,0.1633565
,0.1579819
,0.1529535
,0.1482969
,0.1438135
,0.1400034
,0.1361368
,0.1333645
,0.1305309
,0.1280825
,0.1257437
,0.1243174
,0.1227054
,0.1216155
,0.1209311
,0.1204193
,0.1199499
,0.1197047
,0.1195675
,0.1204594
,0.1214488
,0.1216396
,0.1216354
,0.1216432
,0.1216465
,0.1216453
,0.1216632
,0.1216502
,0.1216583
,0.1216613
,0.1216619
,0.1216663
,0.1216867
,0.1216728
,0.121665
,0.1216625
,0.1216604
,0.1216641
,0.1216745
,0.1216743
,0.1216915
,0.1216638
,0.1216611
,0.1216521
,0.1216574
,0.121661
,0.121667
,0.1216678
,0.121664
,0.121664
,0.1216529
,0.1216478
,0.1216465
,0.1216463
,0.1216476
,0.1216429
,0.1216429
,0.1216406
,0.1216424
,0.1216447
,0.1216439
,0.1216439
,0.1216385
,0.121638
,0.1216356
,0.1216355
,0.121638
,0.1216378
,0.1216391
,0.1216392
,0.1216361
,0.1216352
,0.1216335
,0.1216252
,0.1216254
,0.1216194
,0.1216202
,0.1216205
,0.12162
,0.1216195
,0.1216181
,0.1216174
,0.1216185
,0.1216212
,0.1216353
,0.121632
,0.1216447
,0.1216457
,0.1216474
,0.121651
,0.1216692
,0.1216738
,0.1216815
,0.1216625
,0.1216798
,0.1216758
,0.1216984
,0.1217128
,0.1217376
,0.1217301
,0.1217939
,0.1218211
,0.1217349
,0.1217043
,0.1216853
,0.121671
,0.1216482
,0.1216219
,0.1216284
,0.121626
,0.121618
,0.1216166
,0.1216159
,0.1216162
,0.1216161
,0.1216178
,0.1216203
,0.121623
,0.1216259
,0.1216285
,0.1216323
,0.121273
,0.1204332
,0.1198083
,0.1186803
,0.118131
,0.1167799
,0.1165388
,0.1151749
,0.1149592
,0.1137511
,0.1148775
,0.1163155
,0.1171021
,0.1183266
,0.1185868
,0.1181283
,0.1171785
,0.1163361
,0.1154535
,0.115252
,0.1148945
,0.1286917
,0.1140999
,0.112101
,0.1113979
,0.1110394
,0.110941
,0.1104249
,0.1102789
,0.109791
,0.1098793
,0.1093469
,0.1096591
,0.108715
,0.1064708
,0.1033043
,0.1007632
,0.09782004
,0.09565386
,0.09324595
,0.08942702
,0.08637647
,0.08330662
,0.07962343
,0.07719725
,0.07302057
,0.07108681
,0.06800629
,0.06345535
,0.0630831
,0.06248874
,0.06196257
,0.06131056
,0.05951229
,0.06118672
,0.0618369
,0.059086
,0.0603749
,0.05924859
,0.06158195
,0.02851194
,0.03311269
,0.06264316
,0.04401317
,0.05368051
,0.05383756
,0.07500093
,0.05962025
,0.07740241
,0.07929032
,0.08126226
,0.07521354
,0.07939028
,0.08126044
,0.08433958
,0.09412698
,0.09691169
,0.09777667
,0.08977779
,0.08808771
,0.1014275
,0.09214187
,0.1007917
,0.09209947
,0.09027761
,0.0907581
,0.1013822
,0.09445518
,0.09396207
,0.105197
,0.09808458
,0.1041161
,0.0994597
,0.1048285
,0.1014674
,0.1059181
,0.1041322
,0.107149
,0.1076429
,0.108644
,0.1200387
,0.1153354
,0.1164704
,0.1163457
,0.1163696
,0.1154391
,0.1148913
,0.1274528
,0.1196195
,0.1185307
,0.1181143
,0.1198864
,0.1218732
,0.1216363
,0.1216373
,0.121635
,0.1216368
,0.1216378
,0.1216429
,0.1216449
,0.1216415
,0.121643
,0.1216512
,0.1216576
,0.121661
,0.121654
,0.1216484
,0.1216426
,0.1216444
,0.1216413
,0.1216327
,0.1216338
,0.1216258
,0.1216267
,0.1216266
,0.1216245
,0.121618
,0.1216195
,0.1216158
,0.1216159
,0.1216177
,0.1216162
,0.1216194
,0.1216232
,0.1216251
,0.1216264
,0.121638
,0.1216329
,0.1216516
,0.1216395
,0.1216562
,0.1216458
,0.1216468
,0.1216223
,0.1216188
,0.1216173
,0.1216167
,0.1216184
,0.121625
,0.1216351
,0.1216362
,0.1216601
,0.1216684
,0.1216892
,0.1216674
,0.1216566
,0.1216462
,0.122226
,0.1224073
,0.1224145
,0.1226125
,0.1228255
,0.1230486
,0.1228865
,0.1255044
,0.1258641
,0.126034
,0.1260784
,0.1261549
,0.1263412
,0.1264614
,0.1267225
,0.1270671
,0.1299228
,0.1299504
,0.1317918
,0.1326538
,0.1329609
,0.1318468
,0.1149869
,0.1257717
,0.1072025
,0.1212647
,0.0898312
,0.1131477
,0.08191403
,0.1084949
,0.07499985
,0.07017954
,0.07969101
,0.06742278
,0.06629684
,0.07399543
,0.06363248
,0.0638139
,0.07164349
,0.06205144
,0.06285547
,0.07170902
,0.06248475
,0.06396695
,0.06453563
,0.06555129
,0.06685845
,0.06822975
,0.07061406
,0.07267033
,0.07441654
,0.07667281
,0.08026484
,0.08265571
,0.08535068
,0.0891353
,0.09223465
,0.09674932
,0.1113974
,0.1048545
,0.1156268
,0.1176683
,0.1182844
,0.1190028
,0.1183333
,0.1198195
,0.1189939
,0.1298668
,0.1216363
,0.1216477
,0.1216485
,0.1216477
,0.1216392
,0.1216403
,0.121638
,0.121639
,0.1216435
,0.1216156
,0.1293212
,0.1217091
,0.121637
,0.1216332
,0.1216372
,0.1216365
,0.1216362
,0.1216156
,0.1281307
,0.1216933
,0.1216328
,0.1216319
,0.1216319
,0.1216156
,0.1216321
,0.1259663
,0.1216156
,0.1216294
,0.1244491
,0.1216156
,0.1235139
,0.1216156
,0.1216233
,0.1219693
,0.1216156
,0.1205411
,0.1216156
,0.1216156
,0.1216156
,0.1216251
,0.1216156
,0.1216156
,0.1216156
,0.121618
,0.1216214
,0.1216156
,0.1216169
,0.1216173
,0.1216163
,0.1216162
,0.1216156
,0.1166406
,0.1216178
,0.1216163
,0.1216162
,0.121616
,0.1216161
,0.1216165
,0.1216156
,0.1216156
,0.1216163
,0.1216161
,0.1216156
,0.1216156
,0.1216161
,0.1216166
,0.1216173
,0.1216184
,0.1216179
,0.1216169
,0.1216162
,0.1216158
,0.1216156
,0.1216159
,0.1216162
,0.121616
,0.1216172
,0.1216172
,0.1216181
,0.1216174
,0.1216166
,0.121617
,0.1216167
,0.121616
,0.121616
,0.1216161
,0.1216163
,0.12162
,0.1216249
,0.121624
,0.1216273
,0.1216268
,0.1216238
,0.1216216
,0.1216218
,0.1216235
,0.1216156
,0.1116943
,0.1216156
,0.1107241
,0.1218372
,0.1216633
,0.1216599
,0.1216156
,0.1217001
,0.1216292
,0.1216294
,0.1216156
,0.1216156
,0.1216173
,0.1216156
,0.109922
,0.1216187
,0.1216161
,0.1216156
,0.121616
,0.1216159
,0.1216156
,0.1216156
,0.1216156
,0.110094
,0.1216588
,0.1216315
,0.1216548
,0.1216613
,0.1216156
,0.1217285
,0.1216156
,0.1087497
,0.1216156
,0.1086523
,0.1216249
,0.121619
,0.1216156
,0.1216156
,0.1216457
,0.1216216
,0.1216156
,0.1216156
,0.1216155
,0.1216156
,0.1216155
,0.1216156
,0.1216157
,0.1216156
,0.1216156
,0.121616
,0.1216169
,0.121634
,0.1216208
,0.1216207
,0.1216508
,0.1216264
,0.1216212
,0.1216339
,0.1216186
,0.1216216
,0.1216228
,0.1216303
,0.1216209
,0.1216214
,0.1216208
,0.1216289
,0.1216316
,0.1216249
,0.1216378
,0.1217637
,0.1216374
,0.1216364
,0.1216156
,0.1087636
,0.121802
,0.1216533
,0.121655
,0.1216468
,0.1216486
,0.1216477
,0.1216337
,0.1216387
,0.1216481
,0.1216504
,0.1216416
,0.1216452
,0.1217668
,0.1216265
,0.121625
,0.1216228
,0.1216313
,0.1216646
,0.1216394
,0.1216306
,0.1216156
,0.1216354
,0.1216321
,0.1216338
,0.1216285
,0.1168969
,0.1216157
,0.1216243
,0.1216243
,0.1216209
,0.1216199
,0.1216173
,0.1216172
,0.1216162
,0.1216159
,0.1216168
,0.1216162
,0.1216184
,0.1216168
,0.1216173
,0.1216172
,0.1216173
,0.1216168
,0.1216181
,0.1216211
,0.1216253
,0.1216194
,0.1216192
,0.1216197
,0.1216193
,0.121619
,0.1216179
,0.1216186
,0.1216185
,0.1216172
,0.121618
,0.1216172
,0.121618
,0.1216245
,0.1216365
,0.1216203
,0.1216212
,0.1216176
,0.1216188
,0.1216156
,0.1216157
,0.1216156
,0.1216156
,0.1216156
,0.121616
,0.1216163
,0.1216162
,0.1216161
,0.1216175
,0.1216172
,0.1216171
,0.1216167
,0.1216165
,0.1216162
,0.1216162
,0.1216167
,0.1216167
,0.1216172
,0.1216174
,0.1216164
,0.1216191
,0.1216202
,0.1216178
,0.1216178
,0.1216188
,0.1216176
,0.12162
,0.1216256
,0.1216292
,0.1216333
,0.1216363
,0.1216331
,0.1216357
,0.1216388
,0.1216362
,0.1216381
,0.121633
,0.1216327
,0.121632
,0.1216377
,0.1216156
,0.1216156
,0.1216162
,0.1216417
,0.1216364
,0.1216319
,0.1216259
,0.1216287
,0.1216302
,0.121633
,0.1216291
,0.1216257
,0.1216223
,0.1216211
,0.121619
,0.1216184
,0.1216195
,0.1216188
,0.1216175
,0.1216177
,0.1216178
,0.1216182
,0.1216184
,0.1216192
,0.1216171
,0.121616
,0.1216158
,0.1216166
,0.1216172
,0.1216198
,0.1216226
,0.1216213
,0.1216219
,0.1216218
,0.1216314
,0.121633
,0.1216306
,0.1216294
,0.1216291
,0.1216266
,0.1216264
,0.1216256
,0.1216239
,0.1216207
,0.1216191
,0.1216195
,0.1216182
,0.1216172
,0.121617
,0.1216161
,0.121616
,0.1216164
,0.1216176
,0.1216196
,0.1216226
,0.121625
,0.1216268
,0.1216308
,0.1216363
,0.1216316
,0.121626
,0.1216233
,0.121622
,0.1216228
,0.1216276
,0.1216292
,0.1216319
,0.1216339
,0.1216406
,0.1216361
,0.1216387
,0.1216329
,0.1216263
,0.1216164
,0.1216171
,0.1216156
,0.1207271
,0.1216297
,0.1216233
,0.121648
,0.1216156
,0.1216623
,0.1187679
,0.1216155
,0.1185465
,0.1216156
,0.1216263
,0.121624
,0.1196632
,0.1216156
,0.1202116
,0.1216155
,0.121616
,0.1216156
,0.121616
,0.1216164
,0.1216159
,0.1216163
,0.1216159
,0.1207972
,0.1216157
,0.1216168
,0.1216174
,0.1216207
,0.1216209
,0.1216189
,0.1216166
,0.1216165
,0.1216165
,0.121618
,0.1216196
,0.1216176
,0.1216168
,0.1216161
,0.1216165
,0.1216186
,0.1216189
,0.1216181
,0.1216158
,0.121616
,0.1216169
,0.121617
,0.1216173
,0.1216195
,0.1215999
,0.1210775
,0.1205849
,0.1200689
,0.1197434
,0.1188789
,0.1178211
,0.1168602
,0.1163282
,0.1155307
,0.1155536
,0.1054829
,0.1023799
,0.09645016
,0.08924253
,0.08524202
,0.08350902
,0.0819719
,0.1082095
,0.07045419
,0.08701145
,0.05216195
,0.0835608
,0.07217634
,0.04137862
,0.04621834
,0.05801489
,0.05300735
,0.06451577
,0.07738172
,0.07062803
,0.07902933
,0.09935778
,0.08805738
,0.08728398
,0.1014825
,0.0926927
,0.1035828
,0.0964739
,0.1059889
,0.101036
,0.1095209
,0.1297578
,0.1158838
,0.1145848
,0.1126023
,0.1176953
,0.1214361
,0.1223691
,0.1216718
,0.1216762
,0.1216717
,0.1216737
,0.1216846
,0.1216788
,0.1216962
,0.1217072
,0.1217127
,0.1216926
,0.1216727
,0.1216542
,0.1216572
,0.1216444
,0.1216505
,0.1216425
,0.1216482
,0.1216352
,0.1216221
,0.1216164
,0.1216159
,0.1216204
,0.1216178
,0.1216178
,0.1216194
,0.1216176
,0.1216173
,0.1216363
,0.121631
,0.1216584
,0.1216362
,0.1216381
,0.1216276
,0.1216246
,0.1216253
,0.1216268
,0.1216273
,0.1216192
,0.1216219
,0.1216326
,0.1216263
,0.1216402
,0.1216265
,0.121627
,0.1216212
,0.1216167
,0.1216158
,0.1216233
,0.1216323
,0.1216286
,0.1216589
,0.1216327
,0.1216318
,0.1216287
,0.1216256
,0.1216214
,0.1216187
,0.1216169
,0.1216178
,0.1216163
,0.1216163
,0.1216167
,0.1216183
,0.1216169
,0.1216161
,0.1216161
,0.1216169
,0.1216176
,0.1216184
,0.1216181
,0.1216181
,0.1216187
,0.121619
,0.1216192
,0.1216223
,0.1216204
,0.1216195
,0.1216188
,0.121621
,0.1216227
,0.1216193
,0.121618
,0.1216163
,0.1216165
,0.1216157
,0.1216169
,0.1216177
,0.1216216
,0.1216251
,0.1216868
,0.1216685
,0.1220083
,0.1217613
,0.1225648
,0.1222242
,0.1166937
,0.1197992
,0.1189561
,0.1278141
,0.1447019
,0.1641997
,0.1798061
,0.2347619
,0.2651951
,0.2862338
,0.303876
,0.3118176
,0.3035738
,0.3082611
,0.3092725
,0.3110657
,0.3143682
,0.3168264
,0.3252393
,0.3331609
,0.3392397
,0.3481489
,0.3531232
,0.3539727
,0.3590248
,0.3578823
,0.3586258
,0.3648951
,0.3611376
,0.3599615
,0.3586101
,0.3554364
,0.3509744
,0.3479361
,0.3448659
,0.3396829
,0.335458
,0.3307278
,0.3233703
,0.3182434
,0.3126481
,0.3076808
,0.3052365
,0.302788
,0.301263
,0.3005135
,0.300504
,0.2997939
,0.299299
,0.2993939
,0.2995701
,0.2999583
,0.3005261
,0.3011857
,0.3025936
,0.3037408
,0.3053858
,0.307037
,0.309049
,0.3104477
,0.312058
,0.3139989
,0.315499
,0.3177576
,0.3187023
,0.3199463
,0.3199977
,0.3204598
,0.3203534
,0.321295
,0.3210576
,0.3190109
,0.3193749
,0.31718
,0.3127999
,0.3098373
,0.3053109
,0.3004349
,0.2953272
,0.2870833
,0.2780354
,0.2707255
,0.2592773
,0.2469074
,0.2369383
,0.22378
,0.2146753
,0.2032188
,0.1929508
,0.1819965
,0.1732927
,0.1645002
,0.155412
,0.1472441
,0.1430442
,0.1406148
,0.1399365
,0.1427929
,0.1449457
,0.152178
,0.1553431
,0.1554533
,0.1554768
,0.1554585
,0.1554511
,0.1554505
,0.1554527
,0.1554674
,0.1554973
,0.1554984
,0.1555335
,0.1555149
,0.1554887
,0.1554627
,0.1554675
,0.1554513
,0.1554684
,0.1554655
,0.1554587
,0.1554578
,0.1554644
,0.1554585
,0.1554573
,0.1554529
,0.1554506
,0.1554383
,0.1554346
,0.1554334
,0.1554319
,0.1554337
,0.1554464
,0.1554464
,0.1554813
,0.1554711
,0.1555112
,0.1554729
,0.1554773
,0.1554794
,0.1555032
,0.1555125
,0.1555051
,0.1554884
,0.1554837
,0.1554835
,0.1555085
,0.1555311
,0.1555142
,0.1554873
,0.1554576
,0.1554233
,0.1554345
,0.1554405
,0.1554508
,0.1554607
,0.1554573
,0.1554413
,0.1554253
,0.1554132
,0.1554152
,0.1554297
,0.1554241
,0.1554751
,0.1554338
,0.1554283
,0.1554291
,0.1554262
,0.1554242
,0.155423
,0.155427
,0.1554539
,0.1555201
,0.1555313
,0.1555457
,0.155499
,0.1554689
,0.1554802
,0.1555092
,0.1555212
,0.1555114
,0.1555019
,0.1555071
,0.1554949
,0.155469
,0.1554794
,0.1555002
,0.1554932
,0.1554471
,0.1554359
,0.155414
,0.1554221
,0.1554287
,0.155426
,0.1554257
,0.1554333
,0.1554879
,0.1555178
,0.155494
,0.1555034
,0.1559825
,0.1555349
,0.1552198
,0.1549667
,0.1547519
,0.1545113
,0.1544861
,0.1546391
,0.1540332
,0.1547754
,0.1551982
,0.1554628
,0.1554797
,0.1555021
,0.155412
,0.1634942
,0.1555915
,0.155457
,0.1554579
,0.1554328
,0.1554294
,0.155412
,0.1647346
,0.155412
,0.164314
,0.155412
,0.1650709
,0.1555063
,0.155412
,0.1554485
,0.1654966
,0.1554121
,0.1554308
,0.1554249
,0.1660688
,0.155412
,0.1554164
,0.1554171
,0.1554147
,0.1554154
,0.155417
,0.1554174
,0.1554161
,0.1554152
,0.1554146
,0.155413
,0.1554141
,0.1554125
,0.1554142
,0.155417
,0.1554252
,0.1554354
,0.1554263
,0.1554328
,0.1554396
,0.1554399
,0.1554311
,0.1554264
,0.1554233
,0.1554217
,0.1554221
,0.1554212
,0.1554203
,0.1554161
,0.1554136
,0.1554122
,0.1554125
,0.1554127
,0.1554125
,0.1554126
,0.1554129
,0.1554134
,0.1554139
,0.155415
,0.1554165
,0.1554171
,0.1554155
,0.1554237
,0.1554325
,0.1554412
,0.1554579
,0.1554498
,0.1554572
,0.1554606
,0.1554575
,0.1554547
,0.155448
,0.1554482
,0.155447
,0.1554425
,0.155442
,0.1554421
,0.1554412
,0.1554374
,0.1554438
,0.1554385
,0.1554301
,0.1554219
,0.1554166
,0.1554161
,0.155415
,0.1554146
,0.1554146
,0.1554143
,0.1554167
,0.1554195
,0.1554279
,0.1554219
,0.1554217
,0.1554336
,0.1554418
,0.1554935
,0.1555183
,0.155551
,0.1555212
,0.1555626
,0.1555751
,0.1555334
,0.1554639
,0.1554123
,0.1554156
,0.1555835
,0.1554678
,0.1554544
,0.1554276
,0.1554143
,0.1554133
,0.1554216
,0.1554499
,0.1554521
,0.1555153
,0.1555213
,0.1555038
,0.1554886
,0.1554621
,0.1554462
,0.1554198
,0.1554128
,0.1554125
,0.1554198
,0.1554264
,0.1554154
,0.1554269
,0.1554484
,0.1554245
,0.1554306
,0.1554355
,0.1554307
,0.1554192
,0.1554148
,0.1554135
,0.1554302
,0.155426
,0.1554297
,0.155426
,0.1554164
,0.1554122
,0.155421
,0.1554553
,0.1554696
,0.1554537
,0.1554758
,0.1554535
,0.1554525
,0.1554338
,0.1554289
,0.1554238
,0.1554172
,0.1554166
,0.1554123
,0.1554128
,0.1554131
,0.1554143
,0.1554152
,0.1554176
,0.1554203
,0.1554183
,0.1554192
,0.1554121
,0.1560278
,0.1554332
,0.1554167
,0.1554184
,0.1554184
,0.1554186
,0.1554166
,0.1554152
,0.1554121
,0.1554122
,0.1554133
,0.1554167
,0.155418
,0.1554162
,0.1554193
,0.1554168
,0.1554174
,0.1554191
,0.1554163
,0.1554175
,0.1554152
,0.1554156
,0.1554143
,0.1554126
,0.1554129
,0.1554165
,0.1554159
,0.155421
,0.1554306
,0.1554121
,0.1518586
,0.1554585
,0.155417
,0.155415
,0.1554182
,0.1554149
,0.155412
,0.1493279
,0.155412
,0.1554385
,0.1554202
,0.1554122
,0.1554171
,0.1554202
,0.1554206
,0.1554156
,0.1554159
,0.1554164
,0.1554263
,0.1554267
,0.1554405
,0.1554319
,0.1554234
,0.1554218
,0.155418
,0.1554171
,0.1554231
,0.1554305
,0.1554569
,0.1554493
,0.1554357
,0.1554329
,0.1554285
,0.1554258
,0.1554291
,0.1554358
,0.1554384
,0.1554449
,0.1554479
,0.1554456
,0.1554418
,0.1554336
,0.1554305
,0.1554327
,0.1554373
,0.1554475
,0.1554594
,0.1554762
,0.1554659
,0.1554738
,0.1554537
,0.1554497
,0.1554383
,0.155432
,0.1554253
,0.1554229
,0.1554252
,0.1554265
,0.1554229
,0.1554192
,0.1554218
,0.1554142
,0.1554161
,0.1554162
,0.1554165
,0.1554153
,0.1554148
,0.1554136
,0.1554157
,0.1554159
,0.1554149
,0.1554139
,0.1554131
,0.1554126
,0.1554126
,0.1554158
,0.1554171
,0.1554162
,0.1554212
,0.1554197
,0.1554158
,0.1554142
,0.1554123
,0.1554133
,0.1554329
,0.1554707
,0.1555088
,0.1554866
,0.1554599
,0.155447
,0.1554245
,0.1554194
,0.1554171
,0.155417
,0.1554172
,0.1554151
,0.1554134
,0.1554123
,0.1554151
,0.1554158
,0.1554291
,0.1554316
,0.1554235
,0.1554252
,0.1554148
,0.1554125
,0.1554121
,0.1554134
,0.1554165
,0.1554177
,0.1554185
,0.1554168
,0.1554212
,0.1554146
,0.1554126
,0.1554126
,0.1554126
,0.1554127
,0.1554192
,0.1554159
,0.1554157
,0.1554157
,0.1554123
,0.1554136
,0.155415
,0.1554123
,0.1554125
,0.1554143
,0.155413
,0.1554137
,0.1554166
,0.1554344
,0.1554195
,0.1554177
,0.1554151
,0.1554146
,0.1554199
,0.1554215
,0.1554289
,0.1554321
,0.1554296
,0.1554213
,0.1554187
,0.1554254
,0.1554364
,0.1554386
,0.1554329
,0.1554354
,0.1554431
,0.155455
,0.1554667
,0.1555144
,0.1554703
,0.1554332
,0.1554205
,0.1554363
,0.1554526
,0.1554467
,0.1554445
,0.1554452
,0.1554551
,0.1554303
,0.1554165
,0.1554156
,0.155412
,0.15395
,0.1554446
,0.1554181
,0.1554181
,0.1554264
,0.1554215
,0.1554216
,0.1554242
,0.1554205
,0.1554238
,0.1554295
,0.1554303
,0.1554328
,0.1554218
